"","sample","experiment","sample_type","sample_perc","args","read_count",".y.","n","statistic","df","p","method","p.adj","lab"
"2287","C179",2,"River_water","BT_CB","diaminopyrimidine",0.00184196250724,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"2288","C179",2,"River_water","BT_CB","fluoroquinolone",0.00449411711074,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2289","C179",2,"River_water","BT_CB","fluoroquinolone_multidrug",0,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
"2290","C179",2,"River_water","BT_CB","fluoroquinolone_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2291","C179",2,"River_water","BT_CB","fluoroquinolone_multidrug_2",0,"read_count",75,13.7336280143845,8,0.089,"Kruskal-Wallis",0.127142857142857,"Kruskal-Wallis: ns"
"2292","C179",2,"River_water","BT_CB","fluoroquinolone_multidrug_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2293","C179",2,"River_water","BT_CB","fosfomycin",0.000639513740904,"read_count",75,23.8674660476068,8,0.00241,"Kruskal-Wallis",0.00507368421052632,"Kruskal-Wallis: **"
"2294","C179",2,"River_water","BT_CB","fosmidomycin",0.0157456081959,"read_count",75,20.0479573934837,8,0.0102,"Kruskal-Wallis",0.0185454545454545,"Kruskal-Wallis: *"
"2295","C179",2,"River_water","BT_CB","fusidic_acid",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2296","C179",2,"River_water","BT_CB","glycopeptide",0.00709745798043,"read_count",75,50.0060401002506,8,4.08e-08,"Kruskal-Wallis",3.264e-07,"Kruskal-Wallis: ****"
"2297","C179",2,"River_water","BT_CB","mls",0.0501209717121,"read_count",75,30.4295551378446,8,0.000177,"Kruskal-Wallis",0.000416470588235294,"Kruskal-Wallis: ***"
"2298","C179",2,"River_water","BT_CB","multidrug",0.880911258225,"read_count",75,48.8275313283208,8,6.86e-08,"Kruskal-Wallis",4.57333333333333e-07,"Kruskal-Wallis: ****"
"2299","C179",2,"River_water","BT_CB","multidrug_fluoroquinolone_multidrug",0.0283697200087,"read_count",75,14.4788998673242,8,0.0701,"Kruskal-Wallis",0.107846153846154,"Kruskal-Wallis: ns"
"2300","C179",2,"River_water","BT_CB","mupirocin",1.66123686602e-05,"read_count",75,14.1325422032091,8,0.0784,"Kruskal-Wallis",0.116148148148148,"Kruskal-Wallis: ns"
"2301","C179",2,"River_water","BT_CB","nitroimidazole",0.0038727941234,"read_count",75,34.5096240601504,8,3.28e-05,"Kruskal-Wallis",0.000100923076923077,"Kruskal-Wallis: ***"
"2302","C179",2,"River_water","BT_CB","nucleoside",0.000537706093645,"read_count",75,33.3902986535149,8,5.24e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2303","C179",2,"River_water","BT_CB","oxazolidinone",0,"read_count",75,28.1137249194707,8,0.000453,"Kruskal-Wallis",0.00100666666666667,"Kruskal-Wallis: **"
"2304","C179",2,"River_water","BT_CB","peptide",0.0113354697147,"read_count",75,52.6050438596491,8,1.29e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2305","C179",2,"River_water","BT_CB","peptide_polymyxin",0,"read_count",75,7.20043337510444,8,0.515,"Kruskal-Wallis",0.664516129032258,"Kruskal-Wallis: ns"
"2306","C179",2,"River_water","BT_CB","peptide_peptide_polymyxin",0,"read_count",75,4.21163003662982,8,0.838,"Kruskal-Wallis",0.859487179487179,"Kruskal-Wallis: ns"
"2307","C179",2,"River_water","BT_CB","peptide_polymyxin_2",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2308","C179",2,"River_water","BT_CB","peptide_polymyxin_peptide_polymyxin",0,"read_count",75,5.9934916753988,8,0.648,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2309","C179",2,"River_water","BT_CB","phenicol",0.00194876168111,"read_count",75,44.6640100250627,8,4.26e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2310","C179",2,"River_water","BT_CB","pleuromutilin",0.000301893909479,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2311","C179",2,"River_water","BT_CB","polymyxin",0,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"2312","C179",2,"River_water","BT_CB","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"2313","C179",2,"River_water","BT_CB","polymyxin_peptide_polymyxin",0.00145185075711,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"2314","C179",2,"River_water","BT_CB","polymyxin_peptide_peptide_polymyxin",0,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"2315","C179",2,"River_water","BT_CB","rifamycin",0.0405430394608,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2316","C179",2,"River_water","BT_CB","sulfonamide",0.00204373225185,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2317","C179",2,"River_water","BT_CB","tetracenomycin_c",0,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"2318","C179",2,"River_water","BT_CB","tetracycline",0.0317345794197,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"2319","C179",2,"River_water","BT_CB","triclosan",0.00797614274859,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"2320","C179",2,"River_water","BT_CB","unclassified",0.029292013311,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"2321","C180",2,"River_water","BT_CB","aminoglycoside",0.0500461347533,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2322","C180",2,"River_water","BT_CB","aminoglycoside_aminocoumarin",0.000165778767342,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
"2323","C180",2,"River_water","BT_CB","antibacterial_free_fatty_acids",0.00109920943837,"read_count",75,33.1654823357505,8,5.75e-05,"Kruskal-Wallis",0.00014375,"Kruskal-Wallis: ***"
"2324","C180",2,"River_water","BT_CB","bacitracin",0.104236906383,"read_count",75,6.53861528822057,8,0.587,"Kruskal-Wallis",0.73375,"Kruskal-Wallis: ns"
"2325","C180",2,"River_water","BT_CB","beta_lactam",0.0452699348114,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2326","C180",2,"River_water","BT_CB","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2327","C180",2,"River_water","BT_CB","diaminopyrimidine",0.00193021392803,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"2328","C180",2,"River_water","BT_CB","fluoroquinolone",0.00374886181479,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2329","C180",2,"River_water","BT_CB","fluoroquinolone_multidrug",0,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
"2330","C180",2,"River_water","BT_CB","fluoroquinolone_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2331","C180",2,"River_water","BT_CB","fluoroquinolone_multidrug_2",0,"read_count",75,13.7336280143845,8,0.089,"Kruskal-Wallis",0.127142857142857,"Kruskal-Wallis: ns"
"2332","C180",2,"River_water","BT_CB","fluoroquinolone_multidrug_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2333","C180",2,"River_water","BT_CB","fosfomycin",0.000983907749029,"read_count",75,23.8674660476068,8,0.00241,"Kruskal-Wallis",0.00507368421052632,"Kruskal-Wallis: **"
"2334","C180",2,"River_water","BT_CB","fosmidomycin",0.0165776456836,"read_count",75,20.0479573934837,8,0.0102,"Kruskal-Wallis",0.0185454545454545,"Kruskal-Wallis: *"
"2335","C180",2,"River_water","BT_CB","fusidic_acid",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2336","C180",2,"River_water","BT_CB","glycopeptide",0.0101635201889,"read_count",75,50.0060401002506,8,4.08e-08,"Kruskal-Wallis",3.264e-07,"Kruskal-Wallis: ****"
"2337","C180",2,"River_water","BT_CB","mls",0.046479980416,"read_count",75,30.4295551378446,8,0.000177,"Kruskal-Wallis",0.000416470588235294,"Kruskal-Wallis: ***"
"2338","C180",2,"River_water","BT_CB","multidrug",0.586482215711,"read_count",75,48.8275313283208,8,6.86e-08,"Kruskal-Wallis",4.57333333333333e-07,"Kruskal-Wallis: ****"
"2339","C180",2,"River_water","BT_CB","multidrug_fluoroquinolone_multidrug",0.007466489817,"read_count",75,14.4788998673242,8,0.0701,"Kruskal-Wallis",0.107846153846154,"Kruskal-Wallis: ns"
"2340","C180",2,"River_water","BT_CB","mupirocin",0,"read_count",75,14.1325422032091,8,0.0784,"Kruskal-Wallis",0.116148148148148,"Kruskal-Wallis: ns"
"2341","C180",2,"River_water","BT_CB","nitroimidazole",0.00334731502247,"read_count",75,34.5096240601504,8,3.28e-05,"Kruskal-Wallis",0.000100923076923077,"Kruskal-Wallis: ***"
"2342","C180",2,"River_water","BT_CB","nucleoside",0.000326321162995,"read_count",75,33.3902986535149,8,5.24e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2343","C180",2,"River_water","BT_CB","oxazolidinone",9.91418495205e-05,"read_count",75,28.1137249194707,8,0.000453,"Kruskal-Wallis",0.00100666666666667,"Kruskal-Wallis: **"
"2344","C180",2,"River_water","BT_CB","peptide",0.0127743413141,"read_count",75,52.6050438596491,8,1.29e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2345","C180",2,"River_water","BT_CB","peptide_polymyxin",0,"read_count",75,7.20043337510444,8,0.515,"Kruskal-Wallis",0.664516129032258,"Kruskal-Wallis: ns"
"2346","C180",2,"River_water","BT_CB","peptide_peptide_polymyxin",0,"read_count",75,4.21163003662982,8,0.838,"Kruskal-Wallis",0.859487179487179,"Kruskal-Wallis: ns"
"2347","C180",2,"River_water","BT_CB","peptide_polymyxin_2",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2348","C180",2,"River_water","BT_CB","peptide_polymyxin_peptide_polymyxin",0,"read_count",75,5.9934916753988,8,0.648,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2349","C180",2,"River_water","BT_CB","phenicol",0.00405577131074,"read_count",75,44.6640100250627,8,4.26e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2350","C180",2,"River_water","BT_CB","pleuromutilin",0.000150319239435,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2351","C180",2,"River_water","BT_CB","polymyxin",0,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"2352","C180",2,"River_water","BT_CB","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"2353","C180",2,"River_water","BT_CB","polymyxin_peptide_polymyxin",0.00223980208125,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"2354","C180",2,"River_water","BT_CB","polymyxin_peptide_peptide_polymyxin",0,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"2355","C180",2,"River_water","BT_CB","rifamycin",0.0165952440336,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2356","C180",2,"River_water","BT_CB","sulfonamide",0.00340369500459,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2357","C180",2,"River_water","BT_CB","tetracenomycin_c",4.02341458711e-05,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"2358","C180",2,"River_water","BT_CB","tetracycline",0.0287113422608,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"2359","C180",2,"River_water","BT_CB","triclosan",0.0150668528954,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"2360","C180",2,"River_water","BT_CB","unclassified",0.0340150964664,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"2361","C181",2,"River_water","BT_CB","aminoglycoside",0.0260855791163,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2362","C181",2,"River_water","BT_CB","aminoglycoside_aminocoumarin",0.000165035773117,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
"2363","C181",2,"River_water","BT_CB","antibacterial_free_fatty_acids",0.000851108965356,"read_count",75,33.1654823357505,8,5.75e-05,"Kruskal-Wallis",0.00014375,"Kruskal-Wallis: ***"
"2364","C181",2,"River_water","BT_CB","bacitracin",0.110813243155,"read_count",75,6.53861528822057,8,0.587,"Kruskal-Wallis",0.73375,"Kruskal-Wallis: ns"
"2365","C181",2,"River_water","BT_CB","beta_lactam",0.0210226172026,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2366","C181",2,"River_water","BT_CB","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2367","C181",2,"River_water","BT_CB","diaminopyrimidine",0.00209503745318,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"2368","C181",2,"River_water","BT_CB","fluoroquinolone",0.00285351480903,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2369","C181",2,"River_water","BT_CB","fluoroquinolone_multidrug",0.00190940122315,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
"2370","C181",2,"River_water","BT_CB","fluoroquinolone_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2371","C181",2,"River_water","BT_CB","fluoroquinolone_multidrug_2",0,"read_count",75,13.7336280143845,8,0.089,"Kruskal-Wallis",0.127142857142857,"Kruskal-Wallis: ns"
"2372","C181",2,"River_water","BT_CB","fluoroquinolone_multidrug_fluoroquinolone_multidrug",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2373","C181",2,"River_water","BT_CB","fosfomycin",0.00180866542721,"read_count",75,23.8674660476068,8,0.00241,"Kruskal-Wallis",0.00507368421052632,"Kruskal-Wallis: **"
"2374","C181",2,"River_water","BT_CB","fosmidomycin",0.0152988832557,"read_count",75,20.0479573934837,8,0.0102,"Kruskal-Wallis",0.0185454545454545,"Kruskal-Wallis: *"
"2375","C181",2,"River_water","BT_CB","fusidic_acid",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2376","C181",2,"River_water","BT_CB","glycopeptide",0.00672099263505,"read_count",75,50.0060401002506,8,4.08e-08,"Kruskal-Wallis",3.264e-07,"Kruskal-Wallis: ****"
"2377","C181",2,"River_water","BT_CB","mls",0.0225960232866,"read_count",75,30.4295551378446,8,0.000177,"Kruskal-Wallis",0.000416470588235294,"Kruskal-Wallis: ***"
"2378","C181",2,"River_water","BT_CB","multidrug",0.453767714125,"read_count",75,48.8275313283208,8,6.86e-08,"Kruskal-Wallis",4.57333333333333e-07,"Kruskal-Wallis: ****"
"2379","C181",2,"River_water","BT_CB","multidrug_fluoroquinolone_multidrug",0,"read_count",75,14.4788998673242,8,0.0701,"Kruskal-Wallis",0.107846153846154,"Kruskal-Wallis: ns"
"2380","C181",2,"River_water","BT_CB","mupirocin",2.45512201545e-05,"read_count",75,14.1325422032091,8,0.0784,"Kruskal-Wallis",0.116148148148148,"Kruskal-Wallis: ns"
"2381","C181",2,"River_water","BT_CB","nitroimidazole",0.00419007490637,"read_count",75,34.5096240601504,8,3.28e-05,"Kruskal-Wallis",0.000100923076923077,"Kruskal-Wallis: ***"
"2382","C181",2,"River_water","BT_CB","nucleoside",0.000315834791937,"read_count",75,33.3902986535149,8,5.24e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2383","C181",2,"River_water","BT_CB","oxazolidinone",7.6764731109e-05,"read_count",75,28.1137249194707,8,0.000453,"Kruskal-Wallis",0.00100666666666667,"Kruskal-Wallis: **"
"2384","C181",2,"River_water","BT_CB","peptide",0.0130349280359,"read_count",75,52.6050438596491,8,1.29e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2385","C181",2,"River_water","BT_CB","peptide_polymyxin",0.0020887080349,"read_count",75,7.20043337510444,8,0.515,"Kruskal-Wallis",0.664516129032258,"Kruskal-Wallis: ns"
"2386","C181",2,"River_water","BT_CB","peptide_peptide_polymyxin",0,"read_count",75,4.21163003662982,8,0.838,"Kruskal-Wallis",0.859487179487179,"Kruskal-Wallis: ns"
"2387","C181",2,"River_water","BT_CB","peptide_polymyxin_2",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2388","C181",2,"River_water","BT_CB","peptide_polymyxin_peptide_polymyxin",0,"read_count",75,5.9934916753988,8,0.648,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2389","C181",2,"River_water","BT_CB","phenicol",0.00516040804258,"read_count",75,44.6640100250627,8,4.26e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2390","C181",2,"River_water","BT_CB","pleuromutilin",0.000213383444306,"read_count",75,43.9730431271968,8,5.76e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2391","C181",2,"River_water","BT_CB","polymyxin",0,"read_count",75,16.1863585883515,8,0.0398,"Kruskal-Wallis",0.06368,"Kruskal-Wallis: ns"
"2392","C181",2,"River_water","BT_CB","polymyxin_peptide",0,"read_count",75,10.4752252252251,8,0.233,"Kruskal-Wallis",0.310666666666667,"Kruskal-Wallis: ns"
"2393","C181",2,"River_water","BT_CB","polymyxin_peptide_polymyxin",0,"read_count",75,19.8166125765658,8,0.0111,"Kruskal-Wallis",0.019304347826087,"Kruskal-Wallis: *"
"2394","C181",2,"River_water","BT_CB","polymyxin_peptide_peptide_polymyxin",0,"read_count",75,3.33665385555869,8,0.911,"Kruskal-Wallis",0.911,"Kruskal-Wallis: ns"
"2395","C181",2,"River_water","BT_CB","rifamycin",0.0227102059925,"read_count",75,44.6556077694235,8,4.28e-07,"Kruskal-Wallis",2.14e-06,"Kruskal-Wallis: ****"
"2396","C181",2,"River_water","BT_CB","sulfonamide",0.00564105490928,"read_count",75,44.1620551378446,8,5.3e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2397","C181",2,"River_water","BT_CB","tetracenomycin_c",2.33647299612e-05,"read_count",75,19.4215759882666,8,0.0128,"Kruskal-Wallis",0.0213333333333333,"Kruskal-Wallis: *"
"2398","C181",2,"River_water","BT_CB","tetracycline",0.0216060341749,"read_count",75,58.9842982456141,8,7.37e-10,"Kruskal-Wallis",2.948e-08,"Kruskal-Wallis: ****"
"2399","C181",2,"River_water","BT_CB","triclosan",0.00988405636626,"read_count",75,50.5510229604296,8,3.2e-08,"Kruskal-Wallis",3.2e-07,"Kruskal-Wallis: ****"
"2400","C181",2,"River_water","BT_CB","unclassified",0.033093040587,"read_count",75,39.557343358396,8,3.87e-06,"Kruskal-Wallis",1.29e-05,"Kruskal-Wallis: ****"
"2401","C182",2,"River_water","BT_CB","aminoglycoside",0.301102594137,"read_count",75,43.8568295739349,8,6.06e-07,"Kruskal-Wallis",2.20363636363636e-06,"Kruskal-Wallis: ****"
"2402","C182",2,"River_water","BT_CB","aminoglycoside_aminocoumarin",3.95886244299e-05,"read_count",75,20.8802260564653,8,0.00747,"Kruskal-Wallis",0.0142285714285714,"Kruskal-Wallis: *"
"2403","C182",2,"River_water","BT_CB","antibacterial_free_fatty_acids",0.000235572934433,"read_count",75,33.1654823357505,8,5.75e-05,"Kruskal-Wallis",0.00014375,"Kruskal-Wallis: ***"
"2404","C182",2,"River_water","BT_CB","bacitracin",0.0714402105162,"read_count",75,6.53861528822057,8,0.587,"Kruskal-Wallis",0.73375,"Kruskal-Wallis: ns"
"2405","C182",2,"River_water","BT_CB","beta_lactam",0.102293025992,"read_count",75,53.0412656641604,8,1.06e-08,"Kruskal-Wallis",1.72e-07,"Kruskal-Wallis: ****"
"2406","C182",2,"River_water","BT_CB","bicyclomycin",0,"read_count",75,5.24999999999992,8,0.731,"Kruskal-Wallis",0.769473684210526,"Kruskal-Wallis: ns"
"2407","C182",2,"River_water","BT_CB","diaminopyrimidine",0.00122846922845,"read_count",75,21.4006685841667,8,0.00616,"Kruskal-Wallis",0.01232,"Kruskal-Wallis: *"
"2408","C182",2,"River_water","BT_CB","fluoroquinolone",0.00106215272199,"read_count",75,33.4643859649123,8,5.08e-05,"Kruskal-Wallis",0.000139733333333333,"Kruskal-Wallis: ***"
"2409","C182",2,"River_water","BT_CB","fluoroquinolone_multidrug",0,"read_count",75,10.6418918918917,8,0.223,"Kruskal-Wallis",0.307586206896552,"Kruskal-Wallis: ns"
